ITEM t_6898 [78 b; 0 s]
ITEM t_2005 [78 b; 0 s]
ITEM t_2004 [78 b; 0 s]
ITEM t_2003 [78 b; 0 s]
ITEM t_2002 [78 b; 0 s]
ITEM t_2001 [78 b; 0 s]
ITEM t_2000 [78 b; 0 s]
ITEM t_1999 [78 b; 0 s]
ITEM t_1998 [78 b; 0 s]
ITEM t_1997 [78 b; 0 s]
ITEM t_1996 [78 b; 0 s]
ITEM t_1995 [78 b; 0 s]
ITEM t_1994 [78 b; 0 s]
ITEM t_1993 [78 b; 0 s]
ITEM t_1992 [78 b; 0 s]
ITEM t_1991 [78 b; 0 s]
ITEM t_1990 [78 b; 0 s]
ITEM t_1989 [78 b; 0 s]
ITEM t_1988 [78 b; 0 s]
ITEM t_1987 [78 b; 0 s]
ITEM t_1986 [78 b; 0 s]
ITEM t_1985 [78 b; 0 s]
ITEM t_1984 [78 b; 0 s]
ITEM t_1983 [78 b; 0 s]
ITEM t_1982 [78 b; 0 s]
ITEM t_1981 [78 b; 0 s]
ITEM t_1980 [78 b; 0 s]
ITEM t_1979 [78 b; 0 s]
ITEM t_1978 [78 b; 0 s]
ITEM t_1977 [78 b; 0 s]
ITEM t_1976 [78 b; 0 s]
ITEM t_1975 [78 b; 0 s]
ITEM t_1974 [78 b; 0 s]
ITEM t_1973 [78 b; 0 s]
ITEM t_1972 [78 b; 0 s]
ITEM t_1971 [78 b; 0 s]
ITEM t_1970 [78 b; 0 s]
ITEM t_1969 [78 b; 0 s]
ITEM t_1968 [78 b; 0 s]
ITEM t_1967 [78 b; 0 s]
ITEM t_1966 [78 b; 0 s]
ITEM t_1965 [78 b; 0 s]
ITEM t_1964 [78 b; 0 s]
ITEM t_1963 [78 b; 0 s]
ITEM t_1962 [78 b; 0 s]
ITEM t_1961 [78 b; 0 s]
ITEM t_1960 [78 b; 0 s]
ITEM t_1959 [78 b; 0 s]
ITEM t_1958 [78 b; 0 s]
ITEM t_1957 [78 b; 0 s]
ITEM t_1956 [78 b; 0 s]
ITEM t_1955 [78 b; 0 s]
ITEM t_1954 [78 b; 0 s]
ITEM t_1953 [78 b; 0 s]
ITEM t_1952 [78 b; 0 s]
ITEM t_1951 [78 b; 0 s]
ITEM t_1950 [78 b; 0 s]
ITEM t_1949 [78 b; 0 s]
ITEM t_1948 [78 b; 0 s]
ITEM t_1947 [78 b; 0 s]
ITEM t_1946 [78 b; 0 s]
ITEM t_1945 [78 b; 0 s]
ITEM t_1944 [78 b; 0 s]
ITEM t_1943 [78 b; 0 s]
ITEM t_1942 [78 b; 0 s]
ITEM t_1941 [78 b; 0 s]
ITEM t_1940 [78 b; 0 s]
ITEM t_1939 [78 b; 0 s]
ITEM t_1938 [78 b; 0 s]
ITEM t_1937 [78 b; 0 s]
ITEM t_1936 [78 b; 0 s]
ITEM t_1935 [78 b; 0 s]
ITEM t_1934 [78 b; 0 s]
ITEM t_1933 [78 b; 0 s]
ITEM t_1932 [78 b; 0 s]
ITEM t_1931 [78 b; 0 s]
ITEM t_1930 [78 b; 0 s]
ITEM t_1929 [78 b; 0 s]
ITEM t_1928 [78 b; 0 s]
ITEM t_1927 [78 b; 0 s]
ITEM t_1926 [78 b; 0 s]
ITEM t_1925 [78 b; 0 s]
ITEM t_1924 [78 b; 0 s]
ITEM t_1923 [78 b; 0 s]
ITEM t_1922 [78 b; 0 s]
ITEM t_1921 [78 b; 0 s]
ITEM t_1920 [78 b; 0 s]
ITEM t_1919 [78 b; 0 s]
ITEM t_1918 [78 b; 0 s]
ITEM t_1917 [78 b; 0 s]
ITEM t_1916 [78 b; 0 s]
ITEM t_1915 [78 b; 0 s]
ITEM t_1914 [78 b; 0 s]
ITEM t_1913 [78 b; 0 s]
ITEM t_1912 [78 b; 0 s]
ITEM t_1911 [78 b; 0 s]
ITEM t_1910 [78 b; 0 s]
ITEM t_1909 [78 b; 0 s]
ITEM t_1908 [78 b; 0 s]
ITEM t_1907 [78 b; 0 s]
ITEM t_1906 [78 b; 0 s]
ITEM t_1905 [78 b; 0 s]
ITEM t_1904 [78 b; 0 s]
ITEM t_1903 [78 b; 0 s]
ITEM t_1902 [78 b; 0 s]
ITEM t_1901 [78 b; 0 s]
ITEM t_1900 [78 b; 0 s]
ITEM t_1899 [78 b; 0 s]
ITEM t_1898 [78 b; 0 s]
ITEM t_1897 [78 b; 0 s]
ITEM t_1896 [78 b; 0 s]
ITEM t_1895 [78 b; 0 s]
ITEM t_1894 [78 b; 0 s]
ITEM t_1893 [78 b; 0 s]
ITEM t_1892 [78 b; 0 s]
ITEM t_1891 [78 b; 0 s]
ITEM t_1890 [78 b; 0 s]
ITEM t_1889 [78 b; 0 s]
ITEM t_1888 [78 b; 0 s]
ITEM t_1887 [78 b; 0 s]
ITEM t_1886 [78 b; 0 s]
ITEM t_1885 [78 b; 0 s]
ITEM t_1884 [78 b; 0 s]
ITEM t_1883 [78 b; 0 s]
ITEM t_1882 [78 b; 0 s]
ITEM t_1881 [78 b; 0 s]
ITEM t_1880 [78 b; 0 s]
ITEM t_1879 [78 b; 0 s]
ITEM t_1878 [78 b; 0 s]
ITEM t_1877 [78 b; 0 s]
ITEM t_1876 [78 b; 0 s]
ITEM t_1875 [78 b; 0 s]
ITEM t_1874 [78 b; 0 s]
ITEM t_1873 [78 b; 0 s]
ITEM t_1872 [78 b; 0 s]
ITEM t_1871 [78 b; 0 s]
ITEM t_1870 [78 b; 0 s]
ITEM t_1869 [78 b; 0 s]
ITEM t_1868 [78 b; 0 s]
ITEM t_1867 [78 b; 0 s]
ITEM t_1866 [78 b; 0 s]
ITEM t_1865 [78 b; 0 s]
ITEM t_1864 [78 b; 0 s]
ITEM t_1863 [78 b; 0 s]
ITEM t_1862 [78 b; 0 s]
ITEM t_1861 [78 b; 0 s]
ITEM t_1860 [78 b; 0 s]
ITEM t_1859 [78 b; 0 s]
ITEM t_1858 [78 b; 0 s]
ITEM t_1857 [78 b; 0 s]
ITEM t_1856 [78 b; 0 s]
ITEM t_1855 [78 b; 0 s]
ITEM t_1854 [78 b; 0 s]
ITEM t_1853 [78 b; 0 s]
ITEM t_1852 [78 b; 0 s]
ITEM t_1851 [78 b; 0 s]
ITEM t_1850 [78 b; 0 s]
ITEM t_1849 [78 b; 0 s]
ITEM t_1848 [78 b; 0 s]
ITEM t_1847 [78 b; 0 s]
ITEM t_1846 [78 b; 0 s]
ITEM t_1845 [78 b; 0 s]
ITEM t_1844 [78 b; 0 s]
ITEM t_1843 [78 b; 0 s]
ITEM t_1842 [78 b; 0 s]
ITEM t_1841 [78 b; 0 s]
ITEM t_1840 [78 b; 0 s]
ITEM t_1839 [78 b; 0 s]
ITEM t_1838 [78 b; 0 s]
ITEM t_1837 [78 b; 0 s]
ITEM t_1836 [78 b; 0 s]
ITEM t_1835 [78 b; 0 s]
ITEM t_1834 [78 b; 0 s]
ITEM t_1833 [78 b; 0 s]
ITEM t_1832 [78 b; 0 s]
ITEM t_1831 [78 b; 0 s]
ITEM t_1830 [78 b; 0 s]
ITEM t_1829 [78 b; 0 s]
ITEM t_1828 [78 b; 0 s]
ITEM t_1827 [78 b; 0 s]
ITEM t_1826 [78 b; 0 s]
ITEM t_1825 [78 b; 0 s]
ITEM t_1824 [78 b; 0 s]
ITEM t_1823 [78 b; 0 s]
ITEM t_1822 [78 b; 0 s]
ITEM t_1821 [78 b; 0 s]
ITEM t_1820 [78 b; 0 s]
ITEM t_1819 [78 b; 0 s]
ITEM t_1818 [78 b; 0 s]
ITEM t_1817 [78 b; 0 s]
ITEM t_1816 [78 b; 0 s]
ITEM t_1815 [78 b; 0 s]
ITEM t_1814 [78 b; 0 s]
ITEM t_1813 [78 b; 0 s]
ITEM t_1812 [78 b; 0 s]
ITEM t_1811 [78 b; 0 s]
ITEM t_1810 [78 b; 0 s]
ITEM t_1809 [78 b; 0 s]
ITEM t_1808 [78 b; 0 s]
ITEM t_1807 [78 b; 0 s]
ITEM t_1806 [78 b; 0 s]
ITEM t_1805 [78 b; 0 s]
ITEM t_1804 [78 b; 0 s]
ITEM t_1803 [78 b; 0 s]
ITEM t_1802 [78 b; 0 s]
ITEM t_1801 [78 b; 0 s]
ITEM t_1800 [78 b; 0 s]
ITEM t_1799 [78 b; 0 s]
ITEM t_1798 [78 b; 0 s]
ITEM t_1797 [78 b; 0 s]
ITEM t_1796 [78 b; 0 s]
ITEM t_1795 [78 b; 0 s]
ITEM t_1794 [78 b; 0 s]
ITEM t_1793 [78 b; 0 s]
ITEM t_1792 [78 b; 0 s]
ITEM t_1791 [78 b; 0 s]
ITEM t_1790 [78 b; 0 s]
ITEM t_1789 [78 b; 0 s]
ITEM t_1788 [78 b; 0 s]
ITEM t_1787 [78 b; 0 s]
ITEM t_1786 [78 b; 0 s]
ITEM t_1785 [78 b; 0 s]
ITEM t_1784 [78 b; 0 s]
ITEM t_1783 [78 b; 0 s]
ITEM t_1782 [78 b; 0 s]
ITEM t_1781 [78 b; 0 s]
ITEM t_1780 [78 b; 0 s]
ITEM t_1779 [78 b; 0 s]
ITEM t_1778 [78 b; 0 s]
ITEM t_1777 [78 b; 0 s]
ITEM t_1776 [78 b; 0 s]
ITEM t_1775 [78 b; 0 s]
ITEM t_1774 [78 b; 0 s]
ITEM t_1773 [78 b; 0 s]
ITEM t_1772 [78 b; 0 s]
ITEM t_1771 [78 b; 0 s]
ITEM t_1770 [78 b; 0 s]
ITEM t_1769 [78 b; 0 s]
ITEM t_1768 [78 b; 0 s]
ITEM t_1767 [78 b; 0 s]
ITEM t_1766 [78 b; 0 s]
ITEM t_1765 [78 b; 0 s]
ITEM t_1764 [78 b; 0 s]
ITEM t_1763 [78 b; 0 s]
ITEM t_1762 [78 b; 0 s]
ITEM t_1761 [78 b; 0 s]
ITEM t_1760 [78 b; 0 s]
ITEM t_1759 [78 b; 0 s]
ITEM t_1758 [78 b; 0 s]
ITEM t_1757 [78 b; 0 s]
ITEM t_1756 [78 b; 0 s]
ITEM t_1755 [78 b; 0 s]
ITEM t_1754 [78 b; 0 s]
ITEM t_1753 [78 b; 0 s]
ITEM t_1752 [78 b; 0 s]
ITEM t_1751 [78 b; 0 s]
ITEM t_1750 [78 b; 0 s]
ITEM t_1749 [78 b; 0 s]
ITEM t_1748 [78 b; 0 s]
ITEM t_1747 [78 b; 0 s]
ITEM t_1746 [78 b; 0 s]
ITEM t_1745 [78 b; 0 s]
ITEM t_1744 [78 b; 0 s]
ITEM t_1743 [78 b; 0 s]
ITEM t_1742 [78 b; 0 s]
ITEM t_1741 [78 b; 0 s]
ITEM t_1740 [78 b; 0 s]
ITEM t_1739 [78 b; 0 s]
ITEM t_1738 [78 b; 0 s]
ITEM t_1737 [78 b; 0 s]
ITEM t_1736 [78 b; 0 s]
ITEM t_1735 [78 b; 0 s]
ITEM t_1734 [78 b; 0 s]
ITEM t_1733 [78 b; 0 s]
ITEM t_1732 [78 b; 0 s]
ITEM t_1731 [78 b; 0 s]
ITEM t_1730 [78 b; 0 s]
ITEM t_1729 [78 b; 0 s]
ITEM t_1728 [78 b; 0 s]
ITEM t_1727 [78 b; 0 s]
ITEM t_1726 [78 b; 0 s]
ITEM t_1725 [78 b; 0 s]
ITEM t_1724 [78 b; 0 s]
ITEM t_1723 [78 b; 0 s]
ITEM t_1722 [78 b; 0 s]
ITEM t_1721 [78 b; 0 s]
ITEM t_1720 [78 b; 0 s]
ITEM t_1719 [78 b; 0 s]
ITEM t_1718 [78 b; 0 s]
ITEM t_1717 [78 b; 0 s]
ITEM t_1716 [78 b; 0 s]
ITEM t_1715 [78 b; 0 s]
ITEM t_1714 [78 b; 0 s]
ITEM t_1713 [78 b; 0 s]
ITEM t_1712 [78 b; 0 s]
ITEM t_1711 [78 b; 0 s]
ITEM t_1710 [78 b; 0 s]
ITEM t_1709 [78 b; 0 s]
ITEM t_1708 [78 b; 0 s]
ITEM t_1707 [78 b; 0 s]
ITEM t_1706 [78 b; 0 s]
ITEM t_1705 [78 b; 0 s]
ITEM t_1704 [78 b; 0 s]
ITEM t_1703 [78 b; 0 s]
ITEM t_1702 [78 b; 0 s]
ITEM t_1701 [78 b; 0 s]
ITEM t_1700 [78 b; 0 s]
ITEM t_1699 [78 b; 0 s]
ITEM t_1698 [78 b; 0 s]
ITEM t_1697 [78 b; 0 s]
ITEM t_1696 [78 b; 0 s]
ITEM t_1695 [78 b; 0 s]
ITEM t_1694 [78 b; 0 s]
ITEM t_1693 [78 b; 0 s]
ITEM t_1692 [78 b; 0 s]
ITEM t_1691 [78 b; 0 s]
ITEM t_1690 [78 b; 0 s]
ITEM t_1689 [78 b; 0 s]
ITEM t_1688 [78 b; 0 s]
ITEM t_1687 [78 b; 0 s]
ITEM t_1686 [78 b; 0 s]
ITEM t_1685 [78 b; 0 s]
ITEM t_1684 [78 b; 0 s]
ITEM t_1683 [78 b; 0 s]
ITEM t_1682 [78 b; 0 s]
ITEM t_1681 [78 b; 0 s]
ITEM t_1680 [78 b; 0 s]
ITEM t_1679 [78 b; 0 s]
ITEM t_1678 [78 b; 0 s]
ITEM t_1677 [78 b; 0 s]
ITEM t_1676 [78 b; 0 s]
ITEM t_1675 [78 b; 0 s]
ITEM t_1674 [78 b; 0 s]
ITEM t_1673 [78 b; 0 s]
ITEM t_1672 [78 b; 0 s]
ITEM t_1671 [78 b; 0 s]
ITEM t_1670 [78 b; 0 s]
ITEM t_1669 [78 b; 0 s]
ITEM t_1668 [78 b; 0 s]
ITEM t_1667 [78 b; 0 s]
ITEM t_1666 [78 b; 0 s]
ITEM t_1665 [78 b; 0 s]
ITEM t_1664 [78 b; 0 s]
ITEM t_1663 [78 b; 0 s]
ITEM t_1662 [78 b; 0 s]
ITEM t_1661 [78 b; 0 s]
ITEM t_1660 [78 b; 0 s]
ITEM t_1659 [78 b; 0 s]
ITEM t_1658 [78 b; 0 s]
ITEM t_1657 [78 b; 0 s]
ITEM t_1656 [78 b; 0 s]
ITEM t_1655 [78 b; 0 s]
ITEM t_1654 [78 b; 0 s]
ITEM t_1653 [78 b; 0 s]
ITEM t_1652 [78 b; 0 s]
ITEM t_1651 [78 b; 0 s]
ITEM t_1650 [78 b; 0 s]
ITEM t_1649 [78 b; 0 s]
ITEM t_1648 [78 b; 0 s]
ITEM t_1647 [78 b; 0 s]
ITEM t_1646 [78 b; 0 s]
ITEM t_1645 [78 b; 0 s]
ITEM t_1644 [78 b; 0 s]
ITEM t_1643 [78 b; 0 s]
ITEM t_1642 [78 b; 0 s]
ITEM t_1641 [78 b; 0 s]
ITEM t_1640 [78 b; 0 s]
ITEM t_1639 [78 b; 0 s]
ITEM t_1638 [78 b; 0 s]
ITEM t_1637 [78 b; 0 s]
ITEM t_1636 [78 b; 0 s]
ITEM t_1635 [78 b; 0 s]
ITEM t_1634 [78 b; 0 s]
ITEM t_1633 [78 b; 0 s]
ITEM t_1632 [78 b; 0 s]
ITEM t_1631 [78 b; 0 s]
ITEM t_1630 [78 b; 0 s]
ITEM t_1629 [78 b; 0 s]
ITEM t_1628 [78 b; 0 s]
ITEM t_1627 [78 b; 0 s]
ITEM t_1626 [78 b; 0 s]
ITEM t_1625 [78 b; 0 s]
ITEM t_1624 [78 b; 0 s]
ITEM t_1623 [78 b; 0 s]
ITEM t_1622 [78 b; 0 s]
ITEM t_1621 [78 b; 0 s]
ITEM t_1620 [78 b; 0 s]
ITEM t_1619 [78 b; 0 s]
ITEM t_1618 [78 b; 0 s]
ITEM t_1617 [78 b; 0 s]
ITEM t_1616 [78 b; 0 s]
ITEM t_1615 [78 b; 0 s]
ITEM t_1614 [78 b; 0 s]
ITEM t_1613 [78 b; 0 s]
ITEM t_1612 [78 b; 0 s]
ITEM t_1611 [78 b; 0 s]
ITEM t_1610 [78 b; 0 s]
ITEM t_1609 [78 b; 0 s]
ITEM t_1608 [78 b; 0 s]
ITEM t_1607 [78 b; 0 s]
ITEM t_1606 [78 b; 0 s]
ITEM t_1605 [78 b; 0 s]
ITEM t_1604 [78 b; 0 s]
ITEM t_1603 [78 b; 0 s]
ITEM t_1602 [78 b; 0 s]
ITEM t_1601 [78 b; 0 s]
ITEM t_1600 [78 b; 0 s]
ITEM t_1599 [78 b; 0 s]
ITEM t_1598 [78 b; 0 s]
ITEM t_1597 [78 b; 0 s]
ITEM t_1596 [78 b; 0 s]
ITEM t_1595 [78 b; 0 s]
ITEM t_1594 [78 b; 0 s]
ITEM t_1593 [78 b; 0 s]
ITEM t_1592 [78 b; 0 s]
ITEM t_1591 [78 b; 0 s]
ITEM t_1590 [78 b; 0 s]
ITEM t_1589 [78 b; 0 s]
ITEM t_1588 [78 b; 0 s]
ITEM t_1587 [78 b; 0 s]
ITEM t_1586 [78 b; 0 s]
ITEM t_1585 [78 b; 0 s]
ITEM t_1584 [78 b; 0 s]
ITEM t_1583 [78 b; 0 s]
ITEM t_1582 [78 b; 0 s]
ITEM t_1581 [78 b; 0 s]
ITEM t_1580 [78 b; 0 s]
ITEM t_1579 [78 b; 0 s]
ITEM t_1578 [78 b; 0 s]
ITEM t_1577 [78 b; 0 s]
ITEM t_1576 [78 b; 0 s]
ITEM t_1575 [78 b; 0 s]
ITEM t_1574 [78 b; 0 s]
ITEM t_1573 [78 b; 0 s]
ITEM t_1572 [78 b; 0 s]
ITEM t_1571 [78 b; 0 s]
ITEM t_1570 [78 b; 0 s]
ITEM t_1569 [78 b; 0 s]
ITEM t_1568 [78 b; 0 s]
ITEM t_1567 [78 b; 0 s]
ITEM t_1566 [78 b; 0 s]
ITEM t_1565 [78 b; 0 s]
ITEM t_1564 [78 b; 0 s]
ITEM t_1563 [78 b; 0 s]
ITEM t_1562 [78 b; 0 s]
ITEM t_1561 [78 b; 0 s]
ITEM t_1560 [78 b; 0 s]
ITEM t_1559 [78 b; 0 s]
ITEM t_1558 [78 b; 0 s]
ITEM t_1557 [78 b; 0 s]
ITEM t_1556 [78 b; 0 s]
ITEM t_1555 [78 b; 0 s]
ITEM t_1554 [78 b; 0 s]
ITEM t_1553 [78 b; 0 s]
ITEM t_1552 [78 b; 0 s]
ITEM t_1551 [78 b; 0 s]
ITEM t_1550 [78 b; 0 s]
ITEM t_1549 [78 b; 0 s]
ITEM t_1548 [78 b; 0 s]
ITEM t_1547 [78 b; 0 s]
ITEM t_1546 [78 b; 0 s]
ITEM t_1545 [78 b; 0 s]
ITEM t_1544 [78 b; 0 s]
ITEM t_1543 [78 b; 0 s]
ITEM t_1542 [78 b; 0 s]
ITEM t_1541 [78 b; 0 s]
ITEM t_1540 [78 b; 0 s]
ITEM t_1539 [78 b; 0 s]
ITEM t_1538 [78 b; 0 s]
ITEM t_1537 [78 b; 0 s]
ITEM t_1536 [78 b; 0 s]
ITEM t_1535 [78 b; 0 s]
ITEM t_1534 [78 b; 0 s]
ITEM t_1533 [78 b; 0 s]
ITEM t_1532 [78 b; 0 s]
ITEM t_1531 [78 b; 0 s]
ITEM t_1530 [78 b; 0 s]
ITEM t_1529 [78 b; 0 s]
ITEM t_1528 [78 b; 0 s]
ITEM t_1527 [78 b; 0 s]
ITEM t_1526 [78 b; 0 s]
ITEM t_1525 [78 b; 0 s]
ITEM t_1524 [78 b; 0 s]
ITEM t_1523 [78 b; 0 s]
ITEM t_1522 [78 b; 0 s]
ITEM t_1521 [78 b; 0 s]
ITEM t_1520 [78 b; 0 s]
ITEM t_1519 [78 b; 0 s]
ITEM t_1518 [78 b; 0 s]
ITEM t_1517 [78 b; 0 s]
ITEM t_1516 [78 b; 0 s]
ITEM t_1515 [78 b; 0 s]
ITEM t_1514 [78 b; 0 s]
ITEM t_1513 [78 b; 0 s]
ITEM t_1512 [78 b; 0 s]
ITEM t_1511 [78 b; 0 s]
ITEM t_1510 [78 b; 0 s]
ITEM t_1509 [78 b; 0 s]
ITEM t_1508 [78 b; 0 s]
ITEM t_1507 [78 b; 0 s]
ITEM t_1506 [78 b; 0 s]
ITEM t_1505 [78 b; 0 s]
ITEM t_1504 [78 b; 0 s]
ITEM t_1503 [78 b; 0 s]
ITEM t_1502 [78 b; 0 s]
ITEM t_1501 [78 b; 0 s]
ITEM t_1500 [78 b; 0 s]
ITEM t_1499 [78 b; 0 s]
ITEM t_1498 [78 b; 0 s]
ITEM t_1497 [78 b; 0 s]
ITEM t_1496 [78 b; 0 s]
ITEM t_1495 [78 b; 0 s]
ITEM t_1494 [78 b; 0 s]
ITEM t_1493 [78 b; 0 s]
ITEM t_1492 [78 b; 0 s]
ITEM t_1491 [78 b; 0 s]
ITEM t_1490 [78 b; 0 s]
ITEM t_1489 [78 b; 0 s]
ITEM t_1488 [78 b; 0 s]
ITEM t_1487 [78 b; 0 s]
ITEM t_1486 [78 b; 0 s]
ITEM t_1485 [78 b; 0 s]
ITEM t_1484 [78 b; 0 s]
ITEM t_1483 [78 b; 0 s]
ITEM t_1482 [78 b; 0 s]
ITEM t_1481 [78 b; 0 s]
ITEM t_1480 [78 b; 0 s]
ITEM t_1479 [78 b; 0 s]
ITEM t_1478 [78 b; 0 s]
ITEM t_1477 [78 b; 0 s]
ITEM t_1476 [78 b; 0 s]
ITEM t_1475 [78 b; 0 s]
ITEM t_1474 [78 b; 0 s]
ITEM t_1473 [78 b; 0 s]
ITEM t_1472 [78 b; 0 s]
ITEM t_1471 [78 b; 0 s]
ITEM t_1470 [78 b; 0 s]
ITEM t_1469 [78 b; 0 s]
ITEM t_1468 [78 b; 0 s]
ITEM t_1467 [78 b; 0 s]
ITEM t_1466 [78 b; 0 s]
ITEM t_1465 [78 b; 0 s]
ITEM t_1464 [78 b; 0 s]
ITEM t_1463 [78 b; 0 s]
ITEM t_1462 [78 b; 0 s]
ITEM t_1461 [78 b; 0 s]
ITEM t_1460 [78 b; 0 s]
ITEM t_1459 [78 b; 0 s]
ITEM t_1458 [78 b; 0 s]
ITEM t_1457 [78 b; 0 s]
ITEM t_1456 [78 b; 0 s]
ITEM t_1455 [78 b; 0 s]
ITEM t_1454 [78 b; 0 s]
ITEM t_1453 [78 b; 0 s]
ITEM t_1452 [78 b; 0 s]
ITEM t_1451 [78 b; 0 s]
ITEM t_1450 [78 b; 0 s]
ITEM t_1449 [78 b; 0 s]
ITEM t_1448 [78 b; 0 s]
ITEM t_1447 [78 b; 0 s]
ITEM t_1446 [78 b; 0 s]
ITEM t_1445 [78 b; 0 s]
ITEM t_1444 [78 b; 0 s]
ITEM t_1443 [78 b; 0 s]
ITEM t_1442 [78 b; 0 s]
ITEM t_1441 [78 b; 0 s]
ITEM t_1440 [78 b; 0 s]
ITEM t_1439 [78 b; 0 s]
ITEM t_1438 [78 b; 0 s]
ITEM t_1437 [78 b; 0 s]
ITEM t_1436 [78 b; 0 s]
ITEM t_1435 [78 b; 0 s]
ITEM t_1434 [78 b; 0 s]
ITEM t_1433 [78 b; 0 s]
ITEM t_1432 [78 b; 0 s]
ITEM t_1431 [78 b; 0 s]
ITEM t_1430 [78 b; 0 s]
ITEM t_1429 [78 b; 0 s]
ITEM t_1428 [78 b; 0 s]
ITEM t_1427 [78 b; 0 s]
ITEM t_1426 [78 b; 0 s]
ITEM t_1425 [78 b; 0 s]
ITEM t_1424 [78 b; 0 s]
ITEM t_1423 [78 b; 0 s]
ITEM t_1422 [78 b; 0 s]
ITEM t_1421 [78 b; 0 s]
ITEM t_1420 [78 b; 0 s]
ITEM t_1419 [78 b; 0 s]
ITEM t_1418 [78 b; 0 s]
ITEM t_1417 [78 b; 0 s]
ITEM t_1416 [78 b; 0 s]
ITEM t_1415 [78 b; 0 s]
ITEM t_1414 [78 b; 0 s]
ITEM t_1413 [78 b; 0 s]
ITEM t_1412 [78 b; 0 s]
ITEM t_1411 [78 b; 0 s]
ITEM t_1410 [78 b; 0 s]
ITEM t_1409 [78 b; 0 s]
ITEM t_1408 [78 b; 0 s]
ITEM t_1407 [78 b; 0 s]
ITEM t_1406 [78 b; 0 s]
ITEM t_1405 [78 b; 0 s]
ITEM t_1404 [78 b; 0 s]
ITEM t_1403 [78 b; 0 s]
ITEM t_1402 [78 b; 0 s]
ITEM t_1401 [78 b; 0 s]
ITEM t_1400 [78 b; 0 s]
ITEM t_1399 [78 b; 0 s]
ITEM t_1398 [78 b; 0 s]
ITEM t_1397 [78 b; 0 s]
ITEM t_1396 [78 b; 0 s]
ITEM t_1395 [78 b; 0 s]
ITEM t_1394 [78 b; 0 s]
ITEM t_1393 [78 b; 0 s]
ITEM t_1392 [78 b; 0 s]
ITEM t_1391 [78 b; 0 s]
ITEM t_1390 [78 b; 0 s]
ITEM t_1389 [78 b; 0 s]
ITEM t_1388 [78 b; 0 s]
ITEM t_1387 [78 b; 0 s]
ITEM t_1386 [78 b; 0 s]
ITEM t_1385 [78 b; 0 s]
ITEM t_1384 [78 b; 0 s]
ITEM t_1383 [78 b; 0 s]
ITEM t_1382 [78 b; 0 s]
ITEM t_1381 [78 b; 0 s]
ITEM t_1380 [78 b; 0 s]
ITEM t_1379 [78 b; 0 s]
ITEM t_1378 [78 b; 0 s]
ITEM t_1377 [78 b; 0 s]
ITEM t_1376 [78 b; 0 s]
ITEM t_1375 [78 b; 0 s]
ITEM t_1374 [78 b; 0 s]
ITEM t_1373 [78 b; 0 s]
ITEM t_1372 [78 b; 0 s]
ITEM t_1371 [78 b; 0 s]
ITEM t_1370 [78 b; 0 s]
ITEM t_1369 [78 b; 0 s]
ITEM t_1368 [78 b; 0 s]
ITEM t_1367 [78 b; 0 s]
ITEM t_1366 [78 b; 0 s]
ITEM t_1365 [78 b; 0 s]
ITEM t_1364 [78 b; 0 s]
ITEM t_1363 [78 b; 0 s]
ITEM t_1362 [78 b; 0 s]
ITEM t_1361 [78 b; 0 s]
ITEM t_1360 [78 b; 0 s]
ITEM t_1359 [78 b; 0 s]
ITEM t_1358 [78 b; 0 s]
ITEM t_1357 [78 b; 0 s]
ITEM t_1356 [78 b; 0 s]
ITEM t_1355 [78 b; 0 s]
ITEM t_1354 [78 b; 0 s]
ITEM t_1353 [78 b; 0 s]
ITEM t_1352 [78 b; 0 s]
ITEM t_1351 [78 b; 0 s]
ITEM t_1350 [78 b; 0 s]
ITEM t_1349 [78 b; 0 s]
ITEM t_1348 [78 b; 0 s]
ITEM t_1347 [78 b; 0 s]
ITEM t_1346 [78 b; 0 s]
ITEM t_1345 [78 b; 0 s]
ITEM t_1344 [78 b; 0 s]
ITEM t_1343 [78 b; 0 s]
ITEM t_1342 [78 b; 0 s]
ITEM t_1341 [78 b; 0 s]
ITEM t_1340 [78 b; 0 s]
ITEM t_1339 [78 b; 0 s]
ITEM t_1338 [78 b; 0 s]
ITEM t_1337 [78 b; 0 s]
ITEM t_1336 [78 b; 0 s]
ITEM t_1335 [78 b; 0 s]
ITEM t_1334 [78 b; 0 s]
ITEM t_1333 [78 b; 0 s]
ITEM t_1332 [78 b; 0 s]
ITEM t_1331 [78 b; 0 s]
ITEM t_1330 [78 b; 0 s]
ITEM t_1329 [78 b; 0 s]
ITEM t_1328 [78 b; 0 s]
ITEM t_1327 [78 b; 0 s]
ITEM t_1326 [78 b; 0 s]
ITEM t_1325 [78 b; 0 s]
ITEM t_1324 [78 b; 0 s]
ITEM t_1323 [78 b; 0 s]
ITEM t_1322 [78 b; 0 s]
ITEM t_1321 [78 b; 0 s]
ITEM t_1320 [78 b; 0 s]
ITEM t_1319 [78 b; 0 s]
ITEM t_1318 [78 b; 0 s]
ITEM t_1317 [78 b; 0 s]
ITEM t_1316 [78 b; 0 s]
ITEM t_1315 [78 b; 0 s]
ITEM t_1314 [78 b; 0 s]
ITEM t_1313 [78 b; 0 s]
ITEM t_1312 [78 b; 0 s]
ITEM t_1311 [78 b; 0 s]
ITEM t_1310 [78 b; 0 s]
ITEM t_1309 [78 b; 0 s]
ITEM t_1308 [78 b; 0 s]
ITEM t_1307 [78 b; 0 s]
